Stations_id,Datenquelle,Jan.,Feb.,M�rz,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
7105,46,       -.9,0,       3.5,7,      12.3,      14.8,      17.1,      16.7,      13.2,       8.5,3,        .2,       7.9
7106,46,       1.6,2,       5.1,       8.1,13,      15.5,      17.5,      17.2,      13.6,       9.5,       5.2,       2.9,       9.3
7135,51,-1,        .1,4,       7.3,      12.3,      15.3,      17.5,17,      13.2,       8.4,3,        .2,       8.1
7187,46,        .9,       1.6,       5.4,       8.7,      13.6,      16.4,      18.5,      18.1,      14.1,       9.3,       4.6,       2.2,       9.5
7244,46,       -.2,        .3,       3.4,       7.1,      12.6,      15.6,      17.6,      17.1,      13.1,       8.5,       3.9,       1.2,       8.3
7298,46,        .9,       1.1,       3.5,       6.7,      11.4,      14.4,      16.4,      16.3,13,       9.1,       4.9,       2.4,       8.3
7319,46,       -.8,        .3,       4.5,8,13,      15.8,      17.9,      17.5,      13.5,       8.5,       3.2,        .6,       8.5
7321,46,        .3,        .9,       4.5,       8.1,      13.2,16,18,      17.8,      13.8,9,       4.3,       1.7,9
7329,46,      -1.1,       -.5,3,       6.3,      11.6,      14.4,      16.4,      16.2,      12.4,       7.8,       2.8,        .2,       7.5
7330,46,       1.4,       1.6,       4.6,       7.5,      12.3,      14.8,      16.9,      16.5,13,9,       4.7,       2.6,       8.7
7331,46,       -.9,0,4,       7.4,      12.5,      15.3,      17.3,      16.9,      12.9,       8.1,3,        .4,       8.1
7341,46,       1.9,       2.6,       6.5,       9.9,      14.7,      17.6,      19.7,      19.2,      15.1,      10.1,       5.3,3,      10.5
7350,46,      -2.9,-2,       1.7,       5.2,      10.7,      13.6,      15.4,      15.1,      11.2,       6.4,       1.4,      -1.3,       6.2
7351,46,       -.4,        .1,       3.1,       6.9,      12.2,      15.2,      17.2,      16.9,      12.9,       8.5,       3.6,1,       8.1
7364,46,       1.2,       1.8,       5.4,       9.1,      14.3,      17.2,      19.3,      19.1,      14.8,10,5,       2.4,10
7367,46,1,       1.3,       4.5,       7.9,      12.8,      15.3,      17.3,      17.2,      13.4,       9.1,       4.6,       2.1,       8.9
7368,46,       -.1,        .3,       3.8,       7.2,      12.2,      14.9,      16.9,      16.8,      12.8,       8.3,       3.5,       1.1,       8.1
7369,46,       -.7,        .2,4,       7.5,      12.5,      15.4,      17.5,      17.2,      13.1,       8.2,       3.1,        .5,       8.2
7370,46,-2,-1,3,       6.8,      12.3,15,      16.8,      16.5,      12.6,       7.5,       2.2,       -.7,       7.4
7374,46,       2.4,       2.7,       5.7,       8.7,      13.4,      15.9,18,      17.6,      14.2,      10.1,       5.8,       3.6,       9.8
7389,46,0,        .7,4,       8.1,      13.5,      16.3,      18.3,      17.9,      13.6,       8.9,       4.1,       1.4,       8.9
7393,46,        .2,        .9,       4.5,       8.4,      13.8,      16.6,      18.6,      18.3,14,       9.3,       4.3,       1.6,       9.2
7394,46,      -2.1,      -1.4,       2.1,       5.7,      10.9,      13.8,      15.6,      15.4,      11.6,       6.9,       1.7,       -.8,       6.6
7395,46,      -1.3,        .1,       4.3,       8.2,      13.5,      16.1,18,      17.7,      13.6,       8.5,       3.1,        .2,       8.5
7396,46,      -2.1,      -1.6,       1.7,       4.8,       9.9,      12.4,      14.6,      14.6,      11.1,       6.8,       1.4,       -.9,       6.1
7403,46,      -1.3,       -.3,       3.2,       6.5,      11.7,      14.5,      16.8,      16.3,      12.5,       7.9,       2.4,       -.2,       7.5
7410,46,       -.3,        .2,       3.9,       7.1,      11.9,      14.8,      16.8,      16.5,      12.7,       8.1,       3.3,1,8
7412,46,        .2,        .8,       4.6,       7.8,      12.7,      15.5,      17.6,      17.1,      13.2,       8.6,       3.8,       1.5,       8.6
7419,46,       -.8,       -.2,       3.2,       6.7,      11.8,      14.7,      16.6,      16.5,      12.7,       8.1,       3.1,        .5,       7.7
7420,46,        .7,       1.2,       4.9,       8.4,      13.4,      16.2,      18.3,18,      14.1,       9.3,       4.6,2,       9.2
7424,46,       -.8,        .4,       4.4,       7.8,      12.9,      15.6,      17.5,      17.3,      13.6,       8.8,       3.4,        .4,       8.4
7427,46,1,       1.3,4,       7.3,      12.2,      15.1,      17.1,      16.8,      13.1,       9.1,       4.8,       2.3,       8.7
7428,46,       -.8,       -.1,       3.5,       7.1,      12.3,      14.9,17,      16.8,      12.9,       7.9,       2.9,        .4,       7.9
7431,46,-1,0,       3.6,7,      12.2,      14.9,      17.1,      16.7,13,       8.2,       2.8,        .3,       7.9
7432,46,        .9,       1.3,       4.4,8,      13.1,      15.7,      17.7,      17.3,      13.4,       9.1,       4.7,       2.2,9
13670,46,       3.2,       3.7,       6.7,       9.6,      14.3,      16.8,      18.9,      18.7,      15.1,11,       6.6,       4.4,      10.8
13674,46,       1.1,2,       5.7,9,      13.7,      16.5,      18.6,      18.3,      14.4,       9.5,       4.6,       2.3,       9.6
13675,46,       1.7,       2.1,       5.2,       8.4,      13.3,      15.8,      17.8,      17.6,14,       9.8,       5.4,3,       9.5
13696,46,       2.7,3,       6.1,9,      13.7,      16.2,      18.4,18,      14.4,      10.4,       6.1,       3.9,      10.2
13700,46,2,       2.4,       5.3,       8.2,      12.9,      15.4,      17.6,      17.2,      13.7,       9.7,       5.3,       3.1,       9.4
13710,46,      -1.3,       -.2,       3.9,       7.5,      12.9,      15.7,      17.6,      17.2,      13.1,       8.2,       2.8,        .1,       8.1
13711,46,       -.3,        .4,4,       7.6,      12.7,      15.5,      17.5,      17.2,      13.3,       8.5,       3.6,1,       8.4
13713,46,        .7,       1.2,       4.1,       7.2,12,      14.5,      16.6,      16.3,      12.8,       8.7,       4.2,       1.9,       8.3
13776,46,       1.5,       1.7,       4.9,       8.2,      13.1,      15.6,      17.6,      17.4,      13.7,       9.5,       5.1,       2.7,       9.2
13777,46,        .9,       1.3,       4.6,       8.2,      13.2,      15.9,      17.8,      17.7,      13.7,       9.2,       4.7,       2.1,       9.1
14138,46,       -.1,        .7,       4.3,       8.3,      13.7,      16.4,      18.4,      18.3,      13.9,       9.2,4,       1.3,9
14311,46,       -.3,        .2,       3.2,       5.9,      10.7,      13.3,      15.5,      15.4,      11.8,       7.7,3,        .9,       7.3
15000,46,       2.4,       2.6,       5.6,       8.2,      12.8,      15.3,      17.4,      17.3,14,10,       5.6,       3.5,       9.6
15207,46,0,        .4,       3.8,       7.1,      11.9,      14.6,      16.7,      16.4,      12.8,       8.3,       3.6,       1.3,       8.1
15444,46,      -1.1,       -.1,       3.7,7,12,      14.8,17,      16.6,      12.7,8,       2.8,        .2,       7.8
15555,46,      -1.4,       -.7,       2.8,       5.9,      11.1,      13.9,      16.2,      15.9,      12.3,       7.6,       2.2,       -.2,       7.1
15926,46,      -1.4,       -.4,       3.8,       7.5,      12.8,      15.5,      17.4,17,      13.1,       7.8,       2.7,0,8
15951,46,        .7,       1.2,       4.5,       7.4,12,      14.9,      16.8,      16.1,      12.5,       8.5,4,       1.9,       8.4
15963,46,       2.9,       3.3,       6.3,       9.3,      13.9,      16.4,      18.5,      18.1,      14.6,      10.6,       6.2,4,      10.3
15965,46,       -.2,        .5,       4.2,       7.6,      12.5,      15.2,      17.2,      16.9,13,       8.3,       3.5,       1.1,       8.3
15979,46,        .3,        .9,       4.3,       7.3,      11.9,      14.7,17,      16.8,13,       8.5,       3.7,       1.5,       8.3
16085,46,       1.7,2,       4.7,       7.8,      12.5,      15.2,      17.3,      17.3,14,       9.9,       5.5,3,       9.2
19087,46,      -2.4,      -1.3,       2.4,       6.4,      11.9,      14.4,      16.2,16,      12.1,       7.4,       1.7,      -1.2,7
19171,46,1,       1.3,4,       7.3,      12.1,15,17,      16.7,      13.1,       9.2,       4.8,       2.4,       8.7
19172,46,1,       1.3,       3.9,       7.1,      11.8,      14.7,      16.7,      16.6,      13.1,       9.2,       4.8,       2.4,       8.6
19579,51,      -1.6,       -.7,       2.4,       5.5,      10.4,      13.2,      15.7,      15.5,      11.8,       7.2,       1.9,       -.3,       6.7
19580,44,        .2,        .9,       4.4,       7.6,      12.3,      15.1,      17.3,      16.7,      13.2,9,       3.7,       1.4,       8.4
19581,51,       -.2,        .1,       3.3,       5.9,11,14,      16.2,      15.6,      12.1,       7.9,       3.1,       1.1,       7.5
19582,51,      -1.5,       -.8,       2.5,       5.6,      10.5,      13.4,      15.8,      15.3,      11.5,7,       1.9,       -.4,       6.7
19607,44,      -2.1,      -1.8,       1.5,       4.9,      10.4,      13.3,15,      14.7,      11.1,       6.8,       1.6,-1,       6.2
19617,51,       -.4,        .5,       4.3,       7.7,      12.9,      15.8,      17.9,      17.4,      13.3,       8.3,       3.4,        .9,       8.4
19647,51,       1.2,       1.9,       5.3,       8.4,      13.2,      15.9,      17.9,      17.4,      13.7,       9.3,       4.7,       2.3,       9.2
19781,46,      -1.1,        .1,       4.2,8,      13.2,      15.7,      17.9,      17.6,      13.5,       8.4,       3.1,        .3,       8.4
