Stations_id,Datenquelle,Jan.,Feb.,M�rz,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
4847,46,       -.7,       -.4,       2.8,       5.8,      10.7,      13.5,      15.4,      15.3,      11.8,       7.7,       2.8,        .5,       7.1
4857,46,       1.3,       1.7,       4.5,       7.9,      12.7,      15.4,      17.3,17,      13.4,       9.2,5,       2.6,9
4878,46,      -1.3,-1,2,       5.4,      10.7,      13.4,      15.5,      15.2,      11.3,       7.1,       2.4,0,       6.7
4881,46,       -.7,        .4,       4.2,       7.6,      12.5,      15.4,      17.6,      17.1,      13.2,       8.4,       3.1,        .6,       8.3
4887,46,      -1.4,       -.6,       2.8,6,      10.9,      13.6,16,16,      12.3,       7.6,       2.3,       -.2,       7.1
4896,46,1,1,       3.2,       6.3,      10.9,      14.1,      16.1,      16.2,      12.9,       9.1,       4.9,       2.4,       8.2
4911,46,      -1.6,       -.2,       4.3,       8.1,      13.5,16,      17.9,      17.6,      13.5,       8.2,3,        .1,       8.4
4926,46,       2.1,3,       6.8,      10.1,      14.8,      17.7,      20.1,      19.6,      15.6,      10.7,       5.7,       3.3,      10.8
4927,46,       1.8,       2.7,       6.4,       9.5,      14.2,      17.1,      19.4,      19.1,      15.1,      10.3,       5.3,       2.9,      10.3
4928,51,       1.3,       2.3,6,       9.1,      13.8,      16.5,      18.9,      18.7,      14.6,       9.8,       4.8,       2.4,       9.8
4931,51,        .4,       1.3,       5.1,       8.3,      13.1,      15.8,      18.2,      17.8,      13.8,       8.9,       3.8,       1.6,9
4933,46,        .6,       1.5,       5.2,       8.3,      13.1,16,      18.3,      17.9,14,       9.2,       4.1,       1.8,       9.2
4939,46,        .9,       1.1,       4.3,       7.7,      12.6,      15.6,      17.5,      17.2,      13.4,       9.2,       4.6,       2.2,       8.9
4977,46,        .6,       1.1,       4.4,       8.2,      13.5,      16.4,      18.3,18,      13.8,       9.2,       4.5,       1.9,       9.2
4978,46,       -.6,        .1,       3.6,       6.9,      11.9,      14.6,      16.6,      16.4,      12.6,8,       3.2,        .8,       7.8
4987,46,        .4,       1.2,5,       8.3,      13.1,      16.2,      18.2,      17.6,      13.6,       8.8,       4.1,       1.8,9
4997,46,        .3,        .9,       4.5,8,13,      15.9,18,      17.8,      13.9,       9.1,       4.2,       1.6,       8.9
5009,51,        .1,        .7,       3.4,       7.1,      12.1,      15.1,      17.1,17,      13.3,       8.9,       4.2,       1.6,       8.3
5014,51,       1.2,       1.5,       4.3,       7.4,      12.3,      14.9,      16.9,      16.4,      12.9,       8.9,       4.7,       2.5,       8.6
5017,51,      -2.4,      -1.8,       1.9,       5.6,      11.1,      13.5,      15.6,      15.2,      11.4,       6.6,       1.6,-1,       6.4
5024,46,        .6,       1.1,       4.5,       8.2,      13.5,      16.4,      18.4,18,      13.9,       9.2,       4.6,       1.9,       9.2
5029,51,        .3,       1.2,       4.9,8,      12.7,      15.5,      17.7,      17.6,      13.8,       9.3,4,       1.6,       8.8
5032,46,        .7,       1.5,       5.4,       8.9,      13.9,      16.8,      18.9,      18.4,      14.3,       9.2,       4.5,       2.1,       9.6
5039,51,        .1,        .6,       4.3,       7.4,      12.4,      15.5,      17.6,      17.1,      13.1,       8.4,       3.9,       1.5,       8.5
5046,51,-2,      -1.2,       2.7,       6.4,      11.7,      14.5,      16.2,16,      11.9,       7.2,2,       -.6,7
5047,46,      -1.9,      -1.2,       1.7,       4.8,       9.7,      12.8,      15.1,      14.4,      10.7,       6.6,       1.6,       -.8,       6.1
5049,51,      -2.4,      -1.7,        .9,       3.9,9,      12.2,      14.5,14,      10.4,       6.2,       1.2,      -1.2,       5.6
5059,46,      -1.4,       -.9,       1.8,       4.8,       9.8,      12.7,15,      14.6,11,       6.9,2,       -.3,       6.3
5063,46,-1,       -.2,       3.3,       6.5,      11.7,      14.4,      16.7,      16.2,      12.6,8,       2.7,        .1,       7.6
5064,46,       2.9,       3.3,       6.4,       9.4,14,      16.5,      18.6,      18.2,      14.6,      10.6,       6.2,       4.1,      10.4
5067,46,       -.9,       -.5,       2.5,       5.7,      10.6,      13.1,      15.1,      15.1,      11.6,       7.5,       2.8,        .4,       6.9
5068,46,        .3,        .9,       4.5,       8.1,      13.4,      16.3,      18.5,      18.2,14,       9.2,       4.4,       1.8,       9.1
5074,46,       -.9,0,       3.6,       6.9,      12.2,      14.9,17,      16.8,      13.1,       8.5,       2.9,        .2,       7.9
5075,51,      -1.3,       -.4,       3.7,7,      12.8,      15.9,18,      17.7,      13.8,       8.7,       2.9,       -.2,       8.1
5078,51,       1.1,       1.5,4,       7.2,      11.8,      15.1,      17.1,17,      13.6,       9.4,5,       2.6,       8.8
5088,46,        .7,        .9,3,       6.4,11,      14.7,17,      17.2,      13.6,       9.4,       4.9,       2.1,       8.4
5094,51,       -.5,        .1,       2.9,       5.9,      10.8,      13.7,      15.9,      15.4,      11.8,       7.7,       2.8,        .7,       7.2
5097,46,        .2,        .6,       3.3,       6.9,      11.8,15,17,17,      13.2,       8.8,       4.3,       1.6,       8.3
5099,51,       2.2,       2.8,       6.2,       9.2,      13.9,      16.8,      19.1,      18.4,      14.3,10,       5.5,       3.3,      10.2
5100,51,       1.4,       2.2,       5.7,       8.6,      13.1,      16.1,      18.2,18,14,       9.6,       4.7,       2.6,       9.5
5105,46,      -1.4,       -.6,       2.7,       5.8,      10.7,      13.5,      15.7,      15.4,      11.7,       7.3,       2.1,       -.1,       6.9
5107,46,      -1.7,       -.9,       2.4,       5.5,      10.4,      13.2,      15.5,      15.1,      11.5,       7.1,       1.9,       -.5,       6.6
5109,46,       -.2,        .4,       3.3,       7.1,      12.2,      15.2,      17.3,      17.1,      13.2,       8.8,4,       1.3,       8.3
5111,51,      -1.2,0,4,       7.7,      13.2,      15.5,      17.7,      17.2,      13.6,       8.5,       2.8,        .1,       8.2
5120,46,        .4,       1.4,       5.2,       8.4,      13.3,      16.1,      18.4,      17.9,14,       9.2,4,       1.6,       9.2
5127,46,      -1.2,       -.4,3,6,      10.9,      13.8,      16.2,      15.6,      12.2,       7.7,       2.4,0,       7.2
5128,46,-1,0,       3.4,       6.5,      11.4,      14.3,      16.6,      16.1,      12.4,       7.8,       2.5,        .1,       7.5
5133,46,        .3,        .7,4,       7.1,      11.9,      14.7,      16.7,      16.4,      12.7,       8.4,4,       1.6,       8.2
5138,51,       -.3,        .7,       4.5,       8.1,      12.8,      15.6,      17.9,      17.4,      13.7,       8.7,       3.6,        .9,       8.6
5142,51,0,        .7,       3.4,       7.1,      12.5,      15.5,      17.4,      17.3,      13.4,       9.2,       4.3,       1.5,       8.5
5146,51,        .7,        .9,       4.1,       7.5,      12.6,      15.3,      17.4,      16.9,13,9,       4.7,       2.3,       8.7
5149,46,0,        .8,       4.7,       8.1,      12.9,      15.6,      17.7,      17.5,      13.6,       8.7,       3.8,       1.2,       8.7
5155,51,      -1.1,        .1,       4.2,       7.7,      12.7,      15.4,      17.6,      17.2,      13.4,       8.3,       2.9,        .2,       8.2
5158,46,        .5,1,       4.1,       7.7,      12.8,      15.5,      17.5,      17.4,      13.4,       8.9,       4.3,       1.8,       8.7
5165,51,        .5,        .9,       3.7,       7.2,      12.5,      15.1,      17.1,      16.6,      12.7,       8.5,       4.2,       1.8,       8.3
5185,51,       -.1,        .6,       4.3,       7.9,      13.3,      16.5,      18.4,      17.8,      13.4,       8.5,       3.6,       1.1,       8.7
5229,51,      -1.5,       -.7,3,       6.2,      11.2,      14.4,      16.7,16,      11.9,       7.4,       2.3,       -.4,       7.2
5236,46,       1.6,       1.9,       4.7,       7.9,      12.7,      15.2,      17.2,17,      13.5,       9.4,       5.1,       2.9,       9.1
5244,46,       2.1,3,       6.4,       9.6,      14.3,      17.2,      19.5,19,      14.8,      10.3,       5.5,       3.2,      10.4
5250,51,       1.9,3,       6.7,10,      14.6,      17.5,      19.7,      19.1,      15.2,      10.3,       5.5,       3.1,      10.5
5252,46,       1.2,       1.6,       4.7,8,      12.8,      15.3,      17.3,      17.1,      13.5,       9.3,       4.9,       2.5,9
5267,46,        .9,       1.2,       4.6,       8.1,      13.2,16,      17.9,      17.8,      13.7,       9.2,       4.7,       2.2,       9.1
5275,46,       1.9,       2.8,       6.7,      10.1,      14.9,      17.8,20,      19.5,      15.3,      10.2,       5.4,3,      10.6
5277,46,       -.2,        .4,4,       7.2,12,      14.8,      16.8,      16.5,      12.8,       8.2,       3.5,       1.1,       8.1
5279,51,        .4,        .9,       4.6,       7.9,      12.8,      15.3,      17.3,      16.9,      13.3,       9.1,       4.4,       1.9,       8.7
5280,46,        .8,       1.1,       3.8,       7.1,12,15,      16.9,      16.7,      13.1,9,       4.6,       2.1,       8.5
5282,46,        .2,1,       4.5,       8.3,      13.6,      16.3,      18.3,      18.2,      14.1,       9.5,       4.3,       1.7,       9.2
5284,46,       1.4,       2.2,6,       9.2,      13.9,      16.7,      18.9,      18.4,      14.5,       9.7,       4.8,       2.4,       9.8
5291,46,      -1.8,      -1.5,       1.1,4,       8.9,      11.8,      14.2,      13.9,      10.5,       6.5,       1.5,       -.6,       5.7
5296,46,       -.2,        .3,       3.8,7,      11.8,      14.5,      16.7,      16.5,      12.7,       8.2,       3.4,1,8
5300,51,        .2,        .8,       4.2,       7.3,      11.9,      14.5,      16.8,      16.7,      13.1,       8.7,       3.7,       1.4,       8.3
5306,46,      -2.3,      -1.9,1,       4.5,       9.9,      12.4,      14.3,      14.3,      10.7,       6.7,       1.1,      -1.2,       5.8
5317,46,      -1.9,      -1.2,       2.6,       6.1,      11.4,      14.2,      16.1,      15.8,12,       7.1,2,       -.6,7
5320,46,        .5,       1.6,       5.2,       8.7,      13.4,      16.2,      18.5,18,      14.1,       9.3,       4.1,       1.6,       9.3
5335,51,       -.2,        .1,       3.8,       7.1,      12.2,      15.2,      17.5,17,      13.2,       8.3,       3.6,       1.2,       8.3
5344,51,       2.1,       2.2,       4.5,       7.2,      11.5,      14.3,      16.7,17,      14.2,      10.3,       6.1,       3.4,       9.1
5347,46,        .5,        .9,       4.2,       7.3,      12.1,      14.8,      16.9,      16.6,13,       8.7,       4.2,       1.8,       8.4
5349,46,       -.1,        .4,       3.3,       7.2,      12.6,      15.5,      17.5,      17.3,      13.3,       8.8,       4.1,       1.3,       8.4
5361,51,        .3,        .7,       4.4,       7.5,      12.4,      15.5,      17.5,      16.9,13,       8.4,4,       1.6,       8.5
5369,46,      -1.1,        .3,       4.2,       7.8,      13.1,      15.7,      17.7,      17.2,      13.4,       8.5,3,        .1,       8.3
5371,51,      -2.5,      -2.3,        .5,       3.8,       8.9,      11.5,      13.7,      13.8,      10.1,       5.8,        .8,      -1.4,       5.2
5377,46,      -5.2,      -5.1,      -2.6,       -.2,       5.1,       7.6,       9.7,       9.9,       7.1,       3.8,      -1.7,      -3.9,2
5397,51,      -1.4,       -.5,       3.7,       7.3,      12.6,      15.3,      17.3,      17.1,      12.7,       7.8,       2.5,       -.1,       7.8
5398,46,       -.8,        .1,4,       7.4,      12.5,      15.4,      17.4,      17.1,      13.1,       8.2,       3.1,        .6,       8.2
5403,46,        .1,        .8,       4.7,       8.1,13,      15.7,      17.8,      17.6,      13.7,       8.8,       3.9,       1.4,       8.8
5404,51,      -1.4,       -.4,       3.6,       7.1,      12.3,15,      16.9,      16.6,      12.7,       7.9,       2.7,0,       7.7
5410,46,        .8,       1.4,       5.1,       8.4,      13.2,      16.1,      18.1,      17.6,      13.7,       8.9,       4.3,       2.1,       9.1
5419,51,        .1,        .5,       4.3,       7.6,      12.6,      15.3,      17.3,      17.1,      13.4,       8.7,4,       1.4,       8.5
5424,46,0,        .5,       4.1,       7.6,      12.6,      15.4,      17.4,      17.3,      13.5,       8.8,       3.9,       1.3,       8.5
5426,46,       -.1,        .7,       4.2,       7.3,12,      14.9,      17.2,      17.2,      13.3,       8.6,       3.5,       1.1,       8.3
5429,46,       1.3,       2.2,       6.1,       9.3,      14.1,      16.9,      19.1,      18.7,      14.6,       9.7,5,       2.5,10
5431,46,        .4,1,4,       7.7,      12.9,      15.7,      17.7,      17.4,      13.5,9,       4.4,       1.9,       8.8
5433,51,        .8,       1.5,       5.1,       8.3,13,      15.5,      17.8,      17.6,      13.8,       9.4,       4.5,       1.9,9
5434,46,       -.7,       -.1,       3.7,       7.2,      12.3,      15.1,17,      16.6,      12.8,       7.9,       3.1,        .7,8
5435,46,        .4,       1.2,       4.8,       7.9,      12.7,      15.5,      17.9,      17.6,      13.8,9,4,       1.7,       8.9
5440,51,       -.8,        .1,       4.1,       7.6,      12.7,      15.5,      17.6,      17.3,      13.3,       8.4,       3.4,        .6,       8.3
5442,51,1,       1.4,       5.2,       8.6,      13.7,      16.6,      18.6,      18.3,      14.4,       9.5,       4.7,       2.3,       9.5
5445,46,        .1,        .6,       4.4,       8.2,      13.3,      16.1,      18.2,      17.9,      13.8,9,4,       1.4,       8.9
5453,46,       1.8,       2.9,       6.6,       9.8,      14.5,      17.3,      19.5,19,      15.2,      10.3,       5.4,       2.9,      10.4
5460,46,       -.9,0,       3.3,       6.3,      11.3,      14.3,      16.6,      16.2,      12.5,8,       2.9,        .4,       7.6
5463,46,0,        .8,       4.3,       8.2,      13.6,      16.5,      18.5,      18.1,      13.9,       9.1,       4.1,       1.4,9
5467,51,      -3.8,      -4.4,      -2.8,       -.6,       4.7,       7.1,       9.6,10,       7.1,       4.2,-1,      -2.8,       2.2
5480,46,       2.2,       2.5,       5.6,       8.6,      13.4,16,18,      17.6,14,       9.9,       5.6,       3.4,       9.7
5488,46,       -.1,        .6,       4.6,       8.2,13,      15.9,      17.9,      17.6,      13.5,       8.5,       3.8,       1.4,       8.7
5490,46,        .6,        .8,       3.9,       7.3,      12.2,      14.9,      17.1,      17.1,      13.3,       8.8,       4.5,2,       8.5
5498,51,        .8,       1.4,       5.3,       8.5,      13.1,      16.3,      18.4,      17.9,      13.8,       9.1,       4.5,2,       9.2
5514,46,       1.6,       1.5,       3.5,       6.7,      11.4,      14.2,      16.4,      16.8,      13.8,10,       5.9,       3.2,       8.8
5516,46,       1.1,       1.2,       3.3,       6.5,      11.2,      14.7,17,      17.1,      13.8,       9.8,       5.4,       2.7,       8.7
5538,46,       -.4,        .3,       4.1,       7.3,      12.4,      15.1,      17.5,17,      13.3,       8.6,       3.2,        .8,       8.3
5540,51,       1.9,       2.7,       6.4,       9.8,      14.5,      17.6,      19.6,      19.3,15,      10.1,       5.2,       3.1,      10.4
5541,46,        .8,       1.5,       5.2,       8.6,      13.2,16,      18.1,18,      13.9,       9.1,       4.2,       1.9,       9.2
5543,46,        .8,       1.5,       5.2,       8.5,      13.1,      15.9,      17.9,      17.6,      13.7,9,       4.1,       1.9,       9.1
5546,46,       -.2,        .4,       3.7,       7.6,      12.9,      15.7,      17.7,      17.5,      13.4,       8.7,       3.8,       1.2,       8.5
5559,51,        .2,        .8,       3.9,       6.7,      11.5,      14.4,      16.3,      15.9,      12.1,8,       3.4,       1.3,       7.8
5560,51,       -.3,        .2,       3.1,6,      10.7,      13.3,      15.8,      15.8,      12.4,       8.1,       3.1,1,       7.4
5562,46,       -.3,        .3,       3.6,       6.6,      11.5,      14.4,      16.7,      16.2,      12.5,       8.1,       3.1,1,       7.8
5568,51,       -.8,       -.3,       3.5,       6.5,      11.1,14,16,      15.7,      12.1,       7.7,       2.9,        .6,       7.3
5575,51,       1.8,2,       4.5,       7.4,12,      14.7,      16.9,      16.9,      13.6,       9.8,       5.7,       3.2,9
5582,51,       -.5,       -.4,       2.3,5,10,      12.8,      14.8,      14.5,      11.2,       7.3,       2.8,        .7,       6.7
5609,46,        .9,       1.8,       5.6,       8.8,      13.6,      16.4,      18.6,      18.1,      14.2,       9.4,       4.5,       2.1,       9.5
5610,51,      -1.4,-1,       1.7,       4.8,       9.7,      12.2,      14.4,      14.4,      10.9,       6.7,2,       -.2,       6.1
5624,46,        .8,       1.2,       3.8,       7.1,      11.9,15,      17.1,      17.1,      13.6,       9.4,       4.9,       2.3,       8.7
5629,51,        .2,        .9,       4.4,       8.3,      13.7,      16.4,      18.5,      18.2,14,       9.2,       4.2,       1.5,       9.1
5640,46,       1.8,2,       4.5,       7.4,      11.9,      14.6,      16.7,      16.7,      13.6,       9.7,       5.6,       3.1,9
5642,46,0,        .5,       3.7,       7.5,      12.9,      15.7,      17.7,      17.4,      13.3,       8.8,4,       1.5,       8.6
5643,46,        .1,        .6,       3.7,       7.6,13,      15.8,      17.8,      17.4,      13.3,       8.8,       4.1,       1.5,       8.6
5644,51,       1.1,       1.3,       4.8,       7.7,      12.4,      15.3,      17.3,17,      13.4,       9.2,       4.8,       2.4,       8.9
5654,51,      -1.2,       -.3,       3.8,       7.5,      12.8,      15.7,18,      17.8,      13.3,8,       2.7,        .2,       8.1
5663,46,       -.5,0,       2.9,       6.8,12,15,17,      16.8,      12.9,       8.4,       3.6,        .9,8
5664,51,1,2,       5.1,8,      12.7,      15.5,      17.6,      17.1,      13.4,       9.4,       4.5,       2.1,9
5675,46,       1.2,       1.7,       4.9,       8.5,      13.7,      16.4,      18.3,18,14,       9.5,5,       2.4,       9.5
5676,46,       1.1,       1.6,       4.8,       8.4,      13.5,      16.2,      18.1,      17.8,      13.8,       9.4,       4.9,       2.3,       9.3
5681,46,       1.3,2,       5.5,       8.6,      13.2,      16.2,      18.3,      17.8,      13.9,       9.3,       4.7,       2.5,       9.5
5688,46,      -1.7,      -1.1,       1.8,       4.9,       9.8,      12.8,      15.1,      14.7,      11.1,       6.8,       1.8,       -.5,       6.3
5692,51,       1.6,       2.6,       6.3,       9.8,      14.6,      17.4,      19.5,      19.2,      14.9,10,5,       2.7,      10.2
5703,46,        .7,       1.5,       5.5,9,      13.9,      16.8,      18.9,      18.5,      14.4,       9.3,       4.5,       2.1,       9.6
5705,51,        .3,       1.3,       5.3,       8.8,      13.7,      16.5,      18.7,      18.4,      14.3,       9.1,       4.1,       1.6,       9.3
5707,46,        .7,       1.5,       5.5,9,      13.9,      16.8,      18.9,      18.6,      14.4,       9.4,       4.5,2,       9.6
5715,46,       1.5,       1.8,5,       8.3,      13.2,      15.7,      17.8,      17.5,      13.8,       9.5,       5.1,       2.8,       9.3
5717,51,       2.4,       2.7,       5.7,       8.5,      13.2,      15.6,      17.7,      17.2,      13.7,10,       5.8,       3.7,       9.6
5719,46,       1.8,       2.2,       5.2,       8.1,      12.8,      15.2,      17.3,17,      13.5,       9.5,       5.1,       2.9,       9.2
5728,46,        .1,        .7,4,       7.9,      13.4,      16.2,      18.1,      17.6,      13.5,9,       4.2,       1.5,       8.9
5731,51,       -.2,        .9,5,       8.4,      13.1,      16.4,      18.6,18,      13.9,9,       3.7,        .9,9
5732,51,       1.9,       1.8,       3.8,7,      11.5,      14.5,      16.6,      16.8,14,      10.2,       6.1,       3.3,       8.9
5745,51,       -.3,        .3,       3.6,       7.6,      13.2,      15.8,      17.8,      17.3,      13.1,       8.4,       3.7,       1.1,       8.4
5750,51,        .5,1,       4.6,       8.2,      13.4,      16.2,      18.3,18,      14.2,       9.4,       4.4,       1.8,       9.2
5761,46,        .7,       1.2,       4.8,       8.5,      13.8,      16.6,      18.7,      18.2,      14.1,       9.3,       4.5,2,       9.4
5778,46,        .2,        .7,       3.3,       6.8,      11.8,      15.2,      17.3,      17.2,      13.5,       9.1,       4.4,       1.6,       8.4
5779,51,      -3.8,      -3.4,       -.3,       3.6,       9.1,      11.7,      13.7,      13.8,       9.8,       5.2,       -.2,      -2.6,       4.7
5792,51,     -10.6,     -11.2,      -9.8,      -7.8,      -3.1,       -.1,       2.3,       2.7,        .1,      -2.5,      -7.1,      -9.4,      -4.7
5797,46,       -.5,        .2,       3.7,       7.1,      12.3,      15.1,      17.1,      16.9,      13.1,       8.4,       3.4,        .9,       8.1
5800,46,      -2.2,      -1.3,       2.3,       6.1,      11.6,      14.4,      16.2,      15.8,      11.8,       7.2,       1.8,      -1.1,       6.9
5802,51,      -2.7,      -1.6,       1.9,       5.6,      11.3,      13.9,      15.8,      15.4,      11.4,       6.8,       1.4,      -1.5,       6.4
5821,46,       1.4,       1.8,       4.6,       7.7,      12.5,15,      17.1,17,      13.4,       9.4,5,       2.7,9
5822,46,       1.3,       1.7,       4.6,       7.7,      12.5,15,      17.1,      16.9,      13.4,       9.3,5,       2.6,       8.9
5825,51,        .2,1,       4.3,       8.2,      13.6,      16.4,      18.3,      17.9,      13.8,       9.2,       4.3,       1.7,9
5832,46,        .8,       1.3,       4.2,       7.7,      12.9,      15.6,      17.6,      17.3,      13.5,       9.1,       4.7,       2.2,       8.9
5839,46,2,       2.2,       4.8,       7.6,      12.1,      14.8,      16.9,17,      13.9,       9.9,       5.7,       3.3,       9.2
5856,46,      -1.8,       -.4,       3.7,       7.5,      12.9,      15.4,      17.4,17,13,       8.1,       2.5,       -.4,       7.9
5871,46,        .1,        .5,       3.8,       6.8,      11.4,      14.3,      16.5,      16.2,      12.6,       8.2,       3.4,       1.2,       7.9
5885,46,        .8,       1.8,       5.5,       8.8,      13.7,      16.6,      18.7,      18.3,      14.3,       9.4,       4.5,       1.9,       9.5
5890,46,      -1.2,       -.6,       2.7,       5.7,      10.7,      13.5,      15.8,      15.4,12,       7.7,       2.3,        .1,7
5898,46,       1.3,       2.2,6,       9.2,      13.8,      16.6,      18.9,      18.4,      14.5,       9.8,       4.9,       2.4,       9.8
5904,46,      -1.1,       -.1,       4.1,       7.6,      12.9,      15.6,      17.6,      17.1,      13.2,       8.2,3,        .3,       8.2
5906,51,       1.8,       2.8,       6.7,      10.1,      14.8,      17.7,      19.9,      19.6,      15.5,      10.3,       5.3,       2.9,      10.6
5912,51,        .6,1,       4.5,       7.6,      12.4,      15.1,      17.1,      16.6,13,       8.7,       4.3,2,       8.5
5920,51,       1.8,       2.5,       6.1,       9.2,14,      16.8,      19.1,      18.6,      14.4,10,       5.4,       3.1,10
5930,46,       1.1,       1.3,       3.6,       6.8,      11.4,      14.6,      16.6,      16.6,      13.2,       9.3,       5.1,       2.5,       8.5
5941,51,      -3.3,      -1.8,       1.9,       5.5,      11.2,      13.9,      15.9,      15.6,12,       7.3,       1.2,      -2.4,       6.4
5971,46,       -.3,        .4,4,7,      12.1,      14.9,      17.1,      16.6,      12.8,       8.4,       3.4,        .9,       8.1
6086,46,        .1,        .8,       4.1,       8.1,      13.5,      16.3,      18.3,      17.9,      13.6,9,       4.2,       1.5,       8.9
6093,46,        .9,       1.4,       4.3,       7.7,      12.7,      15.4,      17.4,      17.2,      13.4,       9.1,       4.8,       2.3,       8.9
6095,46,       -.3,        .4,       3.8,       7.5,      12.8,      15.6,      17.6,      17.5,      13.5,       8.9,       3.7,       1.1,       8.5
6105,46,1,       1.2,       3.7,7,      11.7,      14.8,      16.8,      16.6,      13.1,       9.1,       4.9,       2.3,       8.5
6109,46,       -.2,        .4,       3.6,       7.4,      12.7,      15.6,      17.7,      17.5,      13.4,       8.8,4,       1.2,       8.5
6110,46,        .1,        .6,       3.3,7,      12.1,      15.2,      17.3,      17.2,      13.3,       8.9,       4.2,       1.5,       8.4
6129,46,       -.9,       -.1,       3.4,       7.1,      12.4,      15.2,      17.2,17,      12.9,       8.5,       3.2,        .6,8
6158,46,       -.8,        .1,       3.9,       7.3,      12.3,      15.2,      17.3,      17.1,13,       8.1,3,        .5,       8.1
6159,51,       1.9,       2.1,5,       7.9,      12.6,15,      16.9,      16.7,      13.5,       9.6,       5.4,       3.1,       9.1
6163,46,1,       1.1,       3.6,7,      11.9,15,17,      16.8,      13.3,       9.4,       4.9,       2.4,       8.6
6170,46,0,        .9,       4.3,       8.3,      13.7,      16.6,      18.6,      18.2,14,       9.2,       4.2,       1.4,       9.1
6182,46,      -1.3,       -.1,       4.1,       7.8,      13.1,      15.8,      17.7,      17.5,      13.3,       8.2,       2.9,        .2,       8.3
6184,46,       1.9,       2.1,       4.6,       7.6,      12.1,      14.7,      16.9,      16.8,      13.7,       9.9,       5.6,       3.2,       9.1
6186,46,        .8,       1.3,       4.8,       7.9,      12.6,      15.5,      17.5,      17.3,      13.5,9,       4.3,       1.9,       8.9
6196,46,      -2.1,      -1.4,       2.2,       5.7,11,      13.8,      15.7,      15.4,      11.6,       6.9,       1.8,       -.8,       6.7
6197,46,        .5,        .9,       4.1,       7.2,12,      14.6,      16.6,      16.4,      12.8,       8.7,       4.2,       1.8,       8.3
6199,46,        .3,        .6,       3.2,       6.7,      11.6,      14.9,17,      16.9,      13.2,9,       4.4,       1.7,       8.3
6217,46,       1.9,       2.7,       6.1,       9.3,      13.9,      16.8,      19.2,      18.6,      14.5,10,       5.2,       2.9,      10.1
6219,46,       -.8,        .2,       4.2,       7.8,13,      15.9,      17.8,      17.5,      13.2,       8.2,       3.1,        .6,       8.4
6258,46,       -.1,        .9,       4.7,       8.1,      13.1,      16.1,      18.3,      17.8,      13.9,9,       3.7,       1.1,       8.9
6259,46,       -.5,        .1,       3.6,       6.7,      11.7,      14.5,      16.6,      16.2,      12.4,       7.9,3,        .7,       7.7
6260,46,        .1,        .8,       4.3,       7.5,      12.6,      15.4,      17.5,      17.1,      13.2,       8.6,       3.6,       1.2,       8.5
6262,46,        .2,       1.1,       4.7,8,      12.9,      15.6,      17.9,      17.6,      13.7,9,       3.9,       1.3,       8.8
6263,46,0,       1.1,       4.9,       8.3,      13.2,      16.1,      18.3,      17.9,14,9,       3.8,       1.2,9
6264,46,0,        .4,       3.3,       6.3,      11.1,      13.7,      15.8,      15.6,      12.1,       8.1,       3.5,       1.3,       7.6
6265,46,        .5,       1.1,       4.5,       8.3,      13.7,      16.6,      18.5,      18.1,      13.9,       9.3,       4.5,       1.8,       9.2
6266,46,        .9,       1.3,       4.6,       8.1,      13.2,      15.9,18,      17.7,      13.8,       9.3,       4.8,       2.2,       9.1
6272,46,       -.3,        .4,       3.9,       7.3,      12.4,      15.1,      17.1,      16.9,      12.9,       8.3,       3.5,1,       8.2
6273,46,        .7,       1.2,       4.6,       8.3,      13.6,      16.4,      18.3,18,      13.9,       9.2,       4.6,2,       9.2
6275,46,        .7,       1.6,       5.3,       8.6,      13.5,      16.2,      18.4,      18.1,      14.1,       9.3,       4.3,       1.8,       9.3
6304,46,      -1.8,-1,       2.9,       6.4,      11.7,      14.7,      16.4,16,      12.3,       7.3,       2.1,       -.5,       7.2
6305,46,        .2,        .8,       4.3,       7.6,      12.7,      15.3,      17.4,      17.1,      13.2,       8.7,4,       1.5,       8.6
6310,46,        .2,        .7,       3.3,       6.8,      11.8,      15.1,      17.3,      17.2,      13.5,       9.1,       4.4,       1.7,       8.4
6312,46,       -.3,        .5,       4.4,       7.9,13,      15.8,      17.9,      17.5,      13.5,       8.5,       3.5,1,       8.6
6314,46,       -.2,        .4,       3.9,       7.3,      12.7,      15.4,      17.4,      17.2,      13.2,       8.7,       3.8,       1.2,       8.4
6336,46,       -.1,        .5,       4.3,       7.6,      12.4,      15.4,      17.4,      16.9,      13.1,       8.5,       3.7,       1.3,       8.4
6337,46,       2.4,       2.8,       5.8,       8.8,      13.4,      15.9,18,      17.7,      14.1,10,       5.8,       3.7,       9.9
6344,46,       1.2,       1.8,       5.4,       8.6,      13.3,      16.1,      18.3,      17.9,14,       9.2,       4.7,       2.4,       9.4
6346,46,       -.9,0,       4.1,       7.4,      12.6,      15.5,      17.6,      17.2,      13.3,       8.4,3,        .4,       8.2
6347,46,       -.1,        .6,       4.5,8,13,      15.8,      17.7,      17.4,      13.4,       8.5,       3.5,       1.1,       8.6
7075,46,      -1.1,0,       4.2,       7.8,13,      15.7,      17.8,      17.3,      13.3,       8.2,3,        .4,       8.3
7099,46,        .9,       1.2,       4.5,       7.9,      12.8,      15.5,      17.4,      17.3,      13.5,       9.1,       4.6,       2.1,       8.9
